study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB52707	SAMEA115958638	ERX12973039	ERR13602046	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/046/ERR13602046/ERR13602046.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602046/ARB012.merged.hg19.sort.rmdup.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602046/ARB012.merged.hg19.sort.rmdup.bam.bai		
PRJEB52707	SAMEA115958639	ERX12973040	ERR13602047	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/047/ERR13602047/ERR13602047.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602047/450.merged.hg19.sort.rmdup.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602047/450.merged.hg19.sort.rmdup.sort.bam.bai		
PRJEB52707	SAMEA115958643	ERX12973044	ERR13602051	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/051/ERR13602051/ERR13602051.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602051/454.merged.hg19.sort.rmdup.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602051/454.merged.hg19.sort.rmdup.sort.bam.bai		
PRJEB52707	SAMEA115958644	ERX12973045	ERR13602052	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/052/ERR13602052/ERR13602052.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602052/456.merged.hg19.sort.rmdup.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602052/456.merged.hg19.sort.rmdup.sort.bam.bai		
PRJEB52707	SAMEA115958646	ERX12973047	ERR13602054	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/054/ERR13602054/ERR13602054.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602054/458.merged.hg19.sort.rmdup.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602054/458.merged.hg19.sort.rmdup.sort.bam.bai		
PRJEB52707	SAMEA115958650	ERX12973051	ERR13602058	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/058/ERR13602058/ERR13602058.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602058/462.merged.hg19.sort.rmdup.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602058/462.merged.hg19.sort.rmdup.sort.bam.bai		
PRJEB52707	SAMEA115958655	ERX12973056	ERR13602063	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/063/ERR13602063/ERR13602063.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602063/468.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602063/468.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958658	ERX12973059	ERR13602066	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/066/ERR13602066/ERR13602066.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602066/471.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602066/471.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958660	ERX12973061	ERR13602068	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/068/ERR13602068/ERR13602068.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602068/FEN002.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602068/FEN002.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958662	ERX12973063	ERR13602070	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/070/ERR13602070/ERR13602070.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602070/FEN004.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602070/FEN004.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958665	ERX12973066	ERR13602073	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/073/ERR13602073/ERR13602073.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602073/FEN007.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602073/FEN007.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958667	ERX12973068	ERR13602075	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/075/ERR13602075/ERR13602075.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602075/FEN009.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602075/FEN009.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958672	ERX12973073	ERR13602080	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/080/ERR13602080/ERR13602080.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602080/FEN014.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602080/FEN014.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958677	ERX12973078	ERR13602085	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/085/ERR13602085/ERR13602085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602085/FEN020.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602085/FEN020.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958679	ERX12973080	ERR13602087	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/087/ERR13602087/ERR13602087.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602087/KNF001.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602087/KNF001.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958681	ERX12973082	ERR13602089	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/089/ERR13602089/ERR13602089.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602089/KNF004.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602089/KNF004.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958686	ERX12973087	ERR13602094	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/094/ERR13602094/ERR13602094.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602094/KNF012.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602094/KNF012.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958691	ERX12973092	ERR13602099	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/099/ERR13602099/ERR13602099.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602099/KNF018.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602099/KNF018.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958694	ERX12973095	ERR13602102	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/002/ERR13602102/ERR13602102.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602102/KNF021.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602102/KNF021.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958695	ERX12973096	ERR13602103	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/003/ERR13602103/ERR13602103.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602103/KNF029.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602103/KNF029.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958697	ERX12973098	ERR13602105	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/005/ERR13602105/ERR13602105.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602105/KNF031.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602105/KNF031.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958701	ERX12973102	ERR13602109	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/009/ERR13602109/ERR13602109.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602109/NWC004.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602109/NWC004.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958706	ERX12973107	ERR13602114	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/014/ERR13602114/ERR13602114.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602114/NWC010.merged.hg19.sort.rmdup.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602114/NWC010.merged.hg19.sort.rmdup.bam.bai		
PRJEB52707	SAMEA115958715	ERX12973116	ERR13602123	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/023/ERR13602123/ERR13602123.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602123/476.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602123/476.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
PRJEB52707	SAMEA115958716	ERX12973117	ERR13602124	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/024/ERR13602124/ERR13602124.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602124/478.merged.hg19.sort.rmdup.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602124/478.merged.hg19.sort.rmdup.bam.bai		
PRJEB52707	SAMEA115958726	ERX12973127	ERR13602134	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/034/ERR13602134/ERR13602134.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602134/488.Run1.hg19.sort.rmdup.RG.sort.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR136/ERR13602134/488.Run1.hg19.sort.rmdup.RG.sort.bam.bai		
