sampleId	popId	site	country	region	groupLabel	groupAge	flag	latitude	longitude	callset	dataSource	dataAccess	color	fill	shape	ageAverage	sex	hgMT	hgYMajor	clusterIBDFine
Han1226	Han	Chinese, Sino-Tibetan, Henan, Y.haplogroup=O3a2c1a	China	EastAsia	Han	Modern	0	34.8	113.6	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1243	Han	Chinese, Sino-Tibetan, Henan, Y.haplogroup=J	China	EastAsia	Han	Modern	0	34.8	113.6	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1713	Han	Chinese, Sino-Tibetan, Henan, Y.haplogroup=O3a2	China	EastAsia	Han	Modern	0	34.8	113.6	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1714	Han	Chinese, Sino-Tibetan, Henan, Y.haplogroup=Q*	China	EastAsia	Han	Modern	0	34.8	113.6	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han894	Han	Chinese, Sino-Tibetan, Henan, Y.haplogroup=O3a2	China	EastAsia	Han	Modern	0	34.8	113.6	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00774	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00775	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00776	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00777	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00779	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00780	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00781	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00782	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00783	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00784	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00785	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00786	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00811	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00812	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00813	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00814	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00815	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00817	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00818	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00819	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00820	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00821	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00822	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00971	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00972	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00973	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00974	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00975	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00976	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP00977	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01021	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01023	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01024	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01287	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01288	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01289	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01290	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01291	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01292	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01293	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01294	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01295	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01296	Han	NA	China	EastAsia	Han	Modern	0	32.26566812	114	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han2161	Han	Chinese, Sino-Tibetan, Hubei, Y.haplogroup=O3a1c	China	EastAsia	Han	Modern	0	30.5	114.3	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han2162	Han	Chinese, Sino-Tibetan, Hubei, Y.haplogroup=O3a2c1a	China	EastAsia	Han	Modern	0	30.5	114.3	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han788	Han	Chinese, Sino-Tibetan, Hubei, Y.haplogroup=O1a	China	EastAsia	Han	Modern	0	30.5	114.3	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han789	Han	Chinese, Sino-Tibetan, Hubei, Y.haplogroup=O1a	China	EastAsia	Han	Modern	0	30.5	114.3	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han874	Han	Chinese, Sino-Tibetan, Hubei, Y.haplogroup=O3a2c1a	China	EastAsia	Han	Modern	0	30.5	114.3	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1329	Han	Chinese, Sino-Tibetan, Shandong, Y.haplogroup=O3a2c1a	China	EastAsia	Han	Modern	0	36.6	117	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1616	Han	Chinese, Sino-Tibetan, Shandong, Y.haplogroup=C	China	EastAsia	Han	Modern	0	36.6	117	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1840	Han	Chinese, Sino-Tibetan, Shandong, Y.haplogroup=O3a2c1a	China	EastAsia	Han	Modern	0	36.6	117	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1896	Han	Chinese, Sino-Tibetan, Shandong, Y.haplogroup=Q*	China	EastAsia	Han	Modern	0	36.6	117	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1916	Han	Chinese, Sino-Tibetan, Shandong, Y.haplogroup=O3a1c	China	EastAsia	Han	Modern	0	36.6	117	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1978	Han	Chinese, Sino-Tibetan, Shandong, Y.haplogroup=C	China	EastAsia	Han	Modern	0	36.6	117	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han220	Han	Chinese, Sino-Tibetan, Shandong, Y.haplogroup=O3a1c	China	EastAsia	Han	Modern	0	36.6	117	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han25	Han	Chinese, Sino-Tibetan, Shandong, Y.haplogroup=D	China	EastAsia	Han	Modern	0	36.6	117	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han4	Han	Chinese, Sino-Tibetan, Shandong, Y.haplogroup=C	China	EastAsia	Han	Modern	0	36.6	117	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han853	Han	Chinese, Sino-Tibetan, Shandong, Y.haplogroup=O2b	China	EastAsia	Han	Modern	0	36.6	117	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1452	Han	Chinese, Sino-Tibetan, Jiangsu	China	EastAsia	Han	Modern	0	32.1	118.8	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1962	Han	Chinese, Sino-Tibetan, Jiangsu, Y.haplogroup=O3a1	China	EastAsia	Han	Modern	0	32.1	118.8	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han2054	Han	Chinese, Sino-Tibetan, Jiangsu, Y.haplogroup=O1a	China	EastAsia	Han	Modern	0	32.1	118.8	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han2057	Han	Chinese, Sino-Tibetan, Jiangsu, Y.haplogroup=O3	China	EastAsia	Han	Modern	0	32.1	118.8	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han2058	Han	Chinese, Sino-Tibetan, Jiangsu, Y.haplogroup=N	China	EastAsia	Han	Modern	0	32.1	118.8	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han2076	Han	Chinese, Sino-Tibetan, Jiangsu, Y.haplogroup=C	China	EastAsia	Han	Modern	0	32.1	118.8	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han2090	Han	Chinese, Sino-Tibetan, Jiangsu, Y.haplogroup=O3a1c	China	EastAsia	Han	Modern	0	32.1	118.8	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1467	Han	Chinese, Sino-Tibetan, Fujian, Y.haplogroup=O3a2	China	EastAsia	Han	Modern	0	26.1	119.3	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1619	Han	Chinese, Sino-Tibetan, Fujian, Y.haplogroup=N	China	EastAsia	Han	Modern	0	26.1	119.3	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1900	Han	Chinese, Sino-Tibetan, Fujian, Y.haplogroup=O3a1c	China	EastAsia	Han	Modern	0	26.1	119.3	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1934	Han	Chinese, Sino-Tibetan, Fujian, Y.haplogroup=O3a1c	China	EastAsia	Han	Modern	0	26.1	119.3	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han1994	Han	Chinese, Sino-Tibetan, Fujian, Y.haplogroup=N1c1	China	EastAsia	Han	Modern	0	26.1	119.3	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han192	Han	Chinese, Sino-Tibetan, Zhejiang, Y.haplogroup=O3a2	China	EastAsia	Han	Modern	0	30.3	120.2	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han278	Han	Chinese, Sino-Tibetan, Zhejiang, Y.haplogroup=O1a	China	EastAsia	Han	Modern	0	30.3	120.2	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han53	Han	Chinese, Sino-Tibetan, Zhejiang, Y.haplogroup=O1a	China	EastAsia	Han	Modern	0	30.3	120.2	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han605	Han	Chinese, Sino-Tibetan, Zhejiang, Y.haplogroup=O2a1	China	EastAsia	Han	Modern	0	30.3	120.2	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han993	Han	Chinese, Sino-Tibetan, Zhejiang, Y.haplogroup=O3a1c	China	EastAsia	Han	Modern	0	30.3	120.2	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han24	Han	Chinese, Sino-Tibetan, Shanghai, Y.haplogroup=O3a1c	China	EastAsia	Han	Modern	0	31.2	121.5	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
Han496	Han	Chinese, Sino-Tibetan, Shanghai, Y.haplogroup=O	China	EastAsia	Han	Modern	0	31.2	121.5	array	WangNature2021	public	deepskyblue1	deepskyblue1	12	0	NA	NA	NA	Han
HGDP01327	She	NA	China	EastAsia	She	Modern	0	27	119	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	13	0	NA	NA	NA	She
HGDP01328	She	NA	China	EastAsia	She	Modern	0	27	119	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	13	0	NA	NA	NA	She
HGDP01329	She	NA	China	EastAsia	She	Modern	0	27	119	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	13	0	NA	NA	NA	She
HGDP01330	She	NA	China	EastAsia	She	Modern	0	27	119	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	13	0	NA	NA	NA	She
HGDP01331	She	NA	China	EastAsia	She	Modern	0	27	119	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	13	0	NA	NA	NA	She
HGDP01332	She	NA	China	EastAsia	She	Modern	0	27	119	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	13	0	NA	NA	NA	She
HGDP01333	She	NA	China	EastAsia	She	Modern	0	27	119	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	13	0	NA	NA	NA	She
HGDP01334	She	NA	China	EastAsia	She	Modern	0	27	119	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	13	0	NA	NA	NA	She
HGDP01335	She	NA	China	EastAsia	She	Modern	0	27	119	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	13	0	NA	NA	NA	She
HGDP01336	She	NA	China	EastAsia	She	Modern	0	27	119	array	PattersonGenetics2012	public	deepskyblue1	deepskyblue1	13	0	NA	NA	NA	She
HGDP01337	Naxi	NA	China	EastAsia	Naxi	Modern	0	26	100	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	0	0	NA	NA	NA	Naxi
HGDP01338	Naxi	NA	China	EastAsia	Naxi	Modern	0	26	100	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	0	0	NA	NA	NA	Naxi
HGDP01339	Naxi	NA	China	EastAsia	Naxi	Modern	0	26	100	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	0	0	NA	NA	NA	Naxi
HGDP01340	Naxi	NA	China	EastAsia	Naxi	Modern	0	26	100	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	0	0	NA	NA	NA	Naxi
HGDP01341	Naxi	NA	China	EastAsia	Naxi	Modern	0	26	100	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	0	0	NA	NA	NA	Naxi
HGDP01342	Naxi	NA	China	EastAsia	Naxi	Modern	0	26	100	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	0	0	NA	NA	NA	Naxi
HGDP01344	Naxi	NA	China	EastAsia	Naxi	Modern	0	26	100	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	0	0	NA	NA	NA	Naxi
HGDP01345	Naxi	NA	China	EastAsia	Naxi	Modern	0	26	100	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	0	0	NA	NA	NA	Naxi
HGDP01346	Naxi	NA	China	EastAsia	Naxi	Modern	0	26	100	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	0	0	NA	NA	NA	Naxi
HGDP01179	Yi	NA	China	EastAsia	Yi	Modern	0	28	103	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	1	0	NA	NA	NA	Yi
HGDP01180	Yi	NA	China	EastAsia	Yi	Modern	0	28	103	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	1	0	NA	NA	NA	Yi
HGDP01181	Yi	NA	China	EastAsia	Yi	Modern	0	28	103	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	1	0	NA	NA	NA	Yi
HGDP01182	Yi	NA	China	EastAsia	Yi	Modern	0	28	103	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	1	0	NA	NA	NA	Yi
HGDP01183	Yi	NA	China	EastAsia	Yi	Modern	0	28	103	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	1	0	NA	NA	NA	Yi
HGDP01184	Yi	NA	China	EastAsia	Yi	Modern	0	28	103	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	1	0	NA	NA	NA	Yi
HGDP01185	Yi	NA	China	EastAsia	Yi	Modern	0	28	103	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	1	0	NA	NA	NA	Yi
HGDP01186	Yi	NA	China	EastAsia	Yi	Modern	0	28	103	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	1	0	NA	NA	NA	Yi
HGDP01187	Yi	NA	China	EastAsia	Yi	Modern	0	28	103	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	1	0	NA	NA	NA	Yi
HGDP01188	Yi	NA	China	EastAsia	Yi	Modern	0	28	103	array	PattersonGenetics2012	public	deepskyblue3	deepskyblue3	1	0	NA	NA	NA	Yi
Tibetan870	Tibetan_Yunnan	Tibetic, Bodish, Sino-Tibetan, Yunnan, Y.haplogroup=D	China	EastAsia	Tibetan_Yunnan	Modern	0	27.8	99.7	array	WangNature2021	public	deepskyblue3	deepskyblue3	2	0	NA	NA	NA	Tibetan_Yunnan
Tibetan871	Tibetan_Yunnan	Tibetic, Bodish, Sino-Tibetan, Yunnan, Y.haplogroup=D	China	EastAsia	Tibetan_Yunnan	Modern	0	27.8	99.7	array	WangNature2021	public	deepskyblue3	deepskyblue3	2	0	NA	NA	NA	Tibetan_Yunnan
Tibetan872	Tibetan_Yunnan	Tibetic, Bodish, Sino-Tibetan, Yunnan, Y.haplogroup=D	China	EastAsia	Tibetan_Yunnan	Modern	0	27.8	99.7	array	WangNature2021	public	deepskyblue3	deepskyblue3	2	0	NA	NA	NA	Tibetan_Yunnan
Tibetan937	Tibetan_Yunnan	Tibetic, Bodish, Sino-Tibetan, Yunnan, Y.haplogroup=O3a2c1a	China	EastAsia	Tibetan_Yunnan	Modern	0	27.8	99.7	array	WangNature2021	public	deepskyblue3	deepskyblue3	2	0	NA	NA	NA	Tibetan_Yunnan
T189	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shigatse, Tibet	China	EastAsia	Tibetan	Modern	0	29.3	88.9	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T192	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shigatse, Tibet, Y.haplogroup=R*	China	EastAsia	Tibetan	Modern	0	29.3	88.9	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T215	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shigatse, Tibet, Y.haplogroup=O3a2c1a	China	EastAsia	Tibetan	Modern	0	29.3	88.9	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T22	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shigatse, Tibet	China	EastAsia	Tibetan	Modern	0	29.3	88.9	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T291	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shigatse, Tibet	China	EastAsia	Tibetan	Modern	0	29.3	88.9	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T297	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shigatse, Tibet	China	EastAsia	Tibetan	Modern	0	29.3	88.9	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T41	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shigatse, Tibet	China	EastAsia	Tibetan	Modern	0	29.3	88.9	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T77	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shigatse, Tibet, Y.haplogroup=O3a2c1a	China	EastAsia	Tibetan	Modern	0	29.3	88.9	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T78	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shigatse, Tibet	China	EastAsia	Tibetan	Modern	0	29.3	88.9	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T80	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shigatse, Tibet	China	EastAsia	Tibetan	Modern	0	29.3	88.9	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T125	Tibetan	Tibetic, Bodish, Sino-Tibetan, Lhasa, Tibet	China	EastAsia	Tibetan	Modern	0	30	91.1	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T165	Tibetan	Tibetic, Bodish, Sino-Tibetan, Lhasa, Tibet, Y.haplogroup=N	China	EastAsia	Tibetan	Modern	0	30	91.1	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T170	Tibetan	Tibetic, Bodish, Sino-Tibetan, Lhasa, Tibet, Y.haplogroup=O3a2c1a	China	EastAsia	Tibetan	Modern	0	30	91.1	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T18	Tibetan	Tibetic, Bodish, Sino-Tibetan, Lhasa, Tibet	China	EastAsia	Tibetan	Modern	0	30	91.1	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T181	Tibetan	Tibetic, Bodish, Sino-Tibetan, Lhasa, Tibet	China	EastAsia	Tibetan	Modern	0	30	91.1	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T183	Tibetan	Tibetic, Bodish, Sino-Tibetan, Lhasa, Tibet	China	EastAsia	Tibetan	Modern	0	30	91.1	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T185	Tibetan	Tibetic, Bodish, Sino-Tibetan, Lhasa, Tibet	China	EastAsia	Tibetan	Modern	0	30	91.1	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T21	Tibetan	Tibetic, Bodish, Sino-Tibetan, Lhasa, Tibet	China	EastAsia	Tibetan	Modern	0	30	91.1	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T76	Tibetan	Tibetic, Bodish, Sino-Tibetan, Lhasa, Tibet, Y.haplogroup=D	China	EastAsia	Tibetan	Modern	0	30	91.1	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T126	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shannan, Tibet	China	EastAsia	Tibetan	Modern	0	29.2	91.8	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T127	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shannan, Tibet	China	EastAsia	Tibetan	Modern	0	29.2	91.8	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T188	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shannan, Tibet, Y.haplogroup=C	China	EastAsia	Tibetan	Modern	0	29.2	91.8	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T190	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shannan, Tibet	China	EastAsia	Tibetan	Modern	0	29.2	91.8	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T199	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shannan, Tibet, Y.haplogroup=D	China	EastAsia	Tibetan	Modern	0	29.2	91.8	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
T200	Tibetan	Tibetic, Bodish, Sino-Tibetan, Shannan, Tibet, Y.haplogroup=O3a2c1a	China	EastAsia	Tibetan	Modern	0	29.2	91.8	array	WangNature2021	public	deepskyblue3	deepskyblue3	3	0	NA	NA	NA	Tibetan
