sampleId	popId	site	country	region	groupLabel	groupAge	flag	latitude	longitude	callset	dataSource	dataAccess	color	fill	shape	ageAverage	sex	hgMT	hgYMajor	clusterIBDFine
HGDP01031	Bantu_SA	NA	Angola	SouthAfrica	Bantu_SA	Modern	0	-19	18	array	PattersonGenetics2012	public	red	red	0	0	NA	NA	NA	Bantu_SA
HGDP01030	Bantu_SA	Or Namibia	Botswana	SouthAfrica	Bantu_SA	Modern	0	-28	24	array	PattersonGenetics2012	public	red	red	0	0	NA	NA	NA	Bantu_SA
HGDP01034	Bantu_SA	Or Namibia	Botswana	SouthAfrica	Bantu_SA	Modern	0	-28	24	array	PattersonGenetics2012	public	red	red	0	0	NA	NA	NA	Bantu_SA
HGDP00994	Bantu_SA	NA	Lesotho	SouthAfrica	Bantu_SA	Modern	0	-29	29	array	PattersonGenetics2012	public	red	red	0	0	NA	NA	NA	Bantu_SA
HGDP00993	Bantu_SA	NA	SouthAfrica	SouthAfrica	Bantu_SA	Modern	0	-29	30	array	PattersonGenetics2012	public	red	red	0	0	NA	NA	NA	Bantu_SA
HGDP01033	Bantu_SA	NA	SouthAfrica	SouthAfrica	Bantu_SA	Modern	0	-28	31	array	PattersonGenetics2012	public	red	red	0	0	NA	NA	NA	Bantu_SA
SA047	Khomani	Andriesvale, Northern Cape	SouthAfrica	SouthAfrica	Khomani	Modern	0	-26.55	20.4	array	LazaridisNature2014	public	red	red	1	0	NA	NA	NA	Khomani
SA083	Khomani	Andriesvale, Northern Cape	SouthAfrica	SouthAfrica	Khomani	Modern	0	-26.55	20.4	array	LazaridisNature2014	public	red	red	1	0	NA	NA	NA	Khomani
SA1025	Khomani	Andriesvale, Northern Cape	SouthAfrica	SouthAfrica	Khomani	Modern	0	-26.55	20.4	array	LazaridisNature2014	public	red	red	1	0	NA	NA	NA	Khomani
SA010	Khomani	Upington, NorthernCape	SouthAfrica	SouthAfrica	Khomani	Modern	0	-28.25	21.15	array	LazaridisNature2014	public	red	red	1	0	NA	NA	NA	Khomani
SA016	Khomani	Upington, NorthernCape	SouthAfrica	SouthAfrica	Khomani	Modern	0	-28.25	21.15	array	LazaridisNature2014	public	red	red	1	0	NA	NA	NA	Khomani
SA063	Khomani	Upington, NorthernCape	SouthAfrica	SouthAfrica	Khomani	Modern	0	-28.25	21.15	array	LazaridisNature2014	public	red	red	1	0	NA	NA	NA	Khomani
SA064	Khomani	Upington, NorthernCape	SouthAfrica	SouthAfrica	Khomani	Modern	0	-28.25	21.15	array	LazaridisNature2014	public	red	red	1	0	NA	NA	NA	Khomani
SA073	Khomani	Upington, NorthernCape	SouthAfrica	SouthAfrica	Khomani	Modern	0	-28.25	21.15	array	LazaridisNature2014	public	red	red	1	0	NA	NA	NA	Khomani
SA078	Khomani	Upington, NorthernCape	SouthAfrica	SouthAfrica	Khomani	Modern	0	-28.25	21.15	array	LazaridisNature2014	public	red	red	1	0	NA	NA	NA	Khomani
SA1004	Khomani	Upington, NorthernCape	SouthAfrica	SouthAfrica	Khomani	Modern	0	-28.25	21.15	array	LazaridisNature2014	public	red	red	1	0	NA	NA	NA	Khomani
SA018	Khomani	Olifantshoek, NorthernCape	SouthAfrica	SouthAfrica	Khomani	Modern	0	-27.5	22.45	array	LazaridisNature2014	public	red	red	1	0	NA	NA	NA	Khomani
BOT6.004	Kgalagadi	NA	Botswana	SouthAfrica	Kgalagadi	Modern	0	-24.8	21.75	array	PickrellNatureCommunications2012	restricted	red	red	2	0	NA	NA	NA	Kgalagadi
BOT6.566	Kgalagadi	NA	Botswana	SouthAfrica	Kgalagadi	Modern	0	-24.8	21.75	array	PickrellNatureCommunications2012	restricted	red	red	2	0	NA	NA	NA	Kgalagadi
KGA003	Kgalagadi	NA	Botswana	SouthAfrica	Kgalagadi	Modern	0	-24.8	21.75	array	PickrellNatureCommunications2012	restricted	red	red	2	0	NA	NA	NA	Kgalagadi
KGA004	Kgalagadi	NA	Botswana	SouthAfrica	Kgalagadi	Modern	0	-24.8	21.75	array	PickrellNatureCommunications2012	restricted	red	red	2	0	NA	NA	NA	Kgalagadi
KGA017	Kgalagadi	NA	Botswana	SouthAfrica	Kgalagadi	Modern	0	-24.8	21.75	array	PickrellNatureCommunications2012	restricted	red	red	2	0	NA	NA	NA	Kgalagadi
BOT2.003	Taa_East	NA	Botswana	SouthAfrica	Taa_East	Modern	0	-24.24	22.82	array	PickrellNatureCommunications2012	restricted	red	red	3	0	NA	NA	NA	Taa_East
BOT2.007	Taa_East	NA	Botswana	SouthAfrica	Taa_East	Modern	0	-24.24	22.82	array	PickrellNatureCommunications2012	restricted	red	red	3	0	NA	NA	NA	Taa_East
BOT6.001	Taa_East	NA	Botswana	SouthAfrica	Taa_East	Modern	0	-24.24	22.82	array	PickrellNatureCommunications2012	restricted	red	red	3	0	NA	NA	NA	Taa_East
BOT6.010	Taa_East	NA	Botswana	SouthAfrica	Taa_East	Modern	0	-24.24	22.82	array	PickrellNatureCommunications2012	restricted	red	red	3	0	NA	NA	NA	Taa_East
BOT6.016	Taa_East	NA	Botswana	SouthAfrica	Taa_East	Modern	0	-24.24	22.82	array	PickrellNatureCommunications2012	restricted	red	red	3	0	NA	NA	NA	Taa_East
BOT6.018	Taa_East	NA	Botswana	SouthAfrica	Taa_East	Modern	0	-24.24	22.82	array	PickrellNatureCommunications2012	restricted	red	red	3	0	NA	NA	NA	Taa_East
BOT6.022	Taa_East	NA	Botswana	SouthAfrica	Taa_East	Modern	0	-24.24	22.82	array	PickrellNatureCommunications2012	restricted	red	red	3	0	NA	NA	NA	Taa_East
BOT2.009	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.022	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.024	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.028	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.030	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.031	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.038	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.046	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.048	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.053	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.055	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.056	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.057	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.058	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.061	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.063	Taa_West	NA	Botswana	SouthAfrica	Taa_West	Modern	0	-23.64	20.27	array	PickrellNatureCommunications2012	restricted	red	red	4	0	NA	NA	NA	Taa_West
BOT2.033	Taa_North	NA	Botswana	SouthAfrica	Taa_North	Modern	0	-23.01	22.42	array	PickrellNatureCommunications2012	restricted	red	red	5	0	NA	NA	NA	Taa_North
BOT2.039	Taa_North	NA	Botswana	SouthAfrica	Taa_North	Modern	0	-23.01	22.42	array	PickrellNatureCommunications2012	restricted	red	red	5	0	NA	NA	NA	Taa_North
BOT2.043	Taa_North	NA	Botswana	SouthAfrica	Taa_North	Modern	0	-23.01	22.42	array	PickrellNatureCommunications2012	restricted	red	red	5	0	NA	NA	NA	Taa_North
BOT2.044	Taa_North	NA	Botswana	SouthAfrica	Taa_North	Modern	0	-23.01	22.42	array	PickrellNatureCommunications2012	restricted	red	red	5	0	NA	NA	NA	Taa_North
BOT2.045	Taa_North	NA	Botswana	SouthAfrica	Taa_North	Modern	0	-23.01	22.42	array	PickrellNatureCommunications2012	restricted	red	red	5	0	NA	NA	NA	Taa_North
BOT6.028	Taa_North	NA	Botswana	SouthAfrica	Taa_North	Modern	0	-23.01	22.42	array	PickrellNatureCommunications2012	restricted	red	red	5	0	NA	NA	NA	Taa_North
BOT6.032	Taa_North	NA	Botswana	SouthAfrica	Taa_North	Modern	0	-23.01	22.42	array	PickrellNatureCommunications2012	restricted	red	red	5	0	NA	NA	NA	Taa_North
BOT6.035	Taa_North	NA	Botswana	SouthAfrica	Taa_North	Modern	0	-23.01	22.42	array	PickrellNatureCommunications2012	restricted	red	red	5	0	NA	NA	NA	Taa_North
BOT6.106	Taa_North	NA	Botswana	SouthAfrica	Taa_North	Modern	0	-23.01	22.42	array	PickrellNatureCommunications2012	restricted	red	red	5	0	NA	NA	NA	Taa_North
BOT6.413	Tswana	NA	Botswana	SouthAfrica	Tswana	Modern	0	-24.07	25.37	array	PickrellNatureCommunications2012	restricted	red	red	6	0	NA	NA	NA	Tswana
BOT6.417	Tswana	NA	Botswana	SouthAfrica	Tswana	Modern	0	-24.07	25.37	array	PickrellNatureCommunications2012	restricted	red	red	6	0	NA	NA	NA	Tswana
BOT6.460	Tswana	NA	Botswana	SouthAfrica	Tswana	Modern	0	-24.07	25.37	array	PickrellNatureCommunications2012	restricted	red	red	6	0	NA	NA	NA	Tswana
BOT6.475	Tswana	NA	Botswana	SouthAfrica	Tswana	Modern	0	-24.07	25.37	array	PickrellNatureCommunications2012	restricted	red	red	6	0	NA	NA	NA	Tswana
BOT6.476	Tswana	NA	Botswana	SouthAfrica	Tswana	Modern	0	-24.07	25.37	array	PickrellNatureCommunications2012	restricted	red	red	6	0	NA	NA	NA	Tswana
BOT6.274	Tshwa	NA	Botswana	SouthAfrica	Tshwa	Modern	0	-21.02	25.94	array	PickrellNatureCommunications2012	restricted	red	red	7	0	NA	NA	NA	Tshwa
BOT6.278	Tshwa	NA	Botswana	SouthAfrica	Tshwa	Modern	0	-21.02	25.94	array	PickrellNatureCommunications2012	restricted	red	red	7	0	NA	NA	NA	Tshwa
BOT6.279	Tshwa	NA	Botswana	SouthAfrica	Tshwa	Modern	0	-21.02	25.94	array	PickrellNatureCommunications2012	restricted	red	red	7	0	NA	NA	NA	Tshwa
BOT6.280	Tshwa	NA	Botswana	SouthAfrica	Tshwa	Modern	0	-21.02	25.94	array	PickrellNatureCommunications2012	restricted	red	red	7	0	NA	NA	NA	Tshwa
BOT6.292	Tshwa	NA	Botswana	SouthAfrica	Tshwa	Modern	0	-21.02	25.94	array	PickrellNatureCommunications2012	restricted	red	red	7	0	NA	NA	NA	Tshwa
BOT6.196	Shua	NA	Botswana	SouthAfrica	Shua	Modern	0	-20.55	25.33	array	PickrellNatureCommunications2012	restricted	red	red	8	0	NA	NA	NA	Shua
BOT6.199	Shua	NA	Botswana	SouthAfrica	Shua	Modern	0	-20.55	25.33	array	PickrellNatureCommunications2012	restricted	red	red	8	0	NA	NA	NA	Shua
BOT6.200	Shua	NA	Botswana	SouthAfrica	Shua	Modern	0	-20.55	25.33	array	PickrellNatureCommunications2012	restricted	red	red	8	0	NA	NA	NA	Shua
BOT6.208	Shua	NA	Botswana	SouthAfrica	Shua	Modern	0	-20.55	25.33	array	PickrellNatureCommunications2012	restricted	red	red	8	0	NA	NA	NA	Shua
BOT6.222	Shua	NA	Botswana	SouthAfrica	Shua	Modern	0	-20.55	25.33	array	PickrellNatureCommunications2012	restricted	red	red	8	0	NA	NA	NA	Shua
BOT6.233	Shua	NA	Botswana	SouthAfrica	Shua	Modern	0	-20.55	25.33	array	PickrellNatureCommunications2012	restricted	red	red	8	0	NA	NA	NA	Shua
BOT6.235	Shua	NA	Botswana	SouthAfrica	Shua	Modern	0	-20.55	25.33	array	PickrellNatureCommunications2012	restricted	red	red	8	0	NA	NA	NA	Shua
BOT6.245	Shua	NA	Botswana	SouthAfrica	Shua	Modern	0	-20.55	25.33	array	PickrellNatureCommunications2012	restricted	red	red	8	0	NA	NA	NA	Shua
BOT6.252	Shua	NA	Botswana	SouthAfrica	Shua	Modern	0	-20.55	25.33	array	PickrellNatureCommunications2012	restricted	red	red	8	0	NA	NA	NA	Shua
BOT2.004	Hoan	NA	Botswana	SouthAfrica	Hoan	Modern	0	-24	23.44	array	PickrellNatureCommunications2012	restricted	red	red	9	0	NA	NA	NA	Hoan
BOT3.001	Hoan	NA	Botswana	SouthAfrica	Hoan	Modern	0	-24	23.44	array	PickrellNatureCommunications2012	restricted	red	red	9	0	NA	NA	NA	Hoan
BOT3.005	Hoan	NA	Botswana	SouthAfrica	Hoan	Modern	0	-24	23.44	array	PickrellNatureCommunications2012	restricted	red	red	9	0	NA	NA	NA	Hoan
BOT3.006	Hoan	NA	Botswana	SouthAfrica	Hoan	Modern	0	-24	23.44	array	PickrellNatureCommunications2012	restricted	red	red	9	0	NA	NA	NA	Hoan
BOT3.012	Hoan	NA	Botswana	SouthAfrica	Hoan	Modern	0	-24	23.44	array	PickrellNatureCommunications2012	restricted	red	red	9	0	NA	NA	NA	Hoan
BOT3.013	Hoan	NA	Botswana	SouthAfrica	Hoan	Modern	0	-24	23.44	array	PickrellNatureCommunications2012	restricted	red	red	9	0	NA	NA	NA	Hoan
BOT3.014	Hoan	NA	Botswana	SouthAfrica	Hoan	Modern	0	-24	23.44	array	PickrellNatureCommunications2012	restricted	red	red	9	0	NA	NA	NA	Hoan
BOT5.014	Naro	NA	Botswana	SouthAfrica	Naro	Modern	0	-22.03	21.58	array	PickrellNatureCommunications2012	restricted	red	red	10	0	NA	NA	NA	Naro
BOT6.041	Naro	NA	Botswana	SouthAfrica	Naro	Modern	0	-22.03	21.58	array	PickrellNatureCommunications2012	restricted	red	red	10	0	NA	NA	NA	Naro
BOT6.046	Naro	NA	Botswana	SouthAfrica	Naro	Modern	0	-22.03	21.58	array	PickrellNatureCommunications2012	restricted	red	red	10	0	NA	NA	NA	Naro
BOT6.081	Naro	NA	Botswana	SouthAfrica	Naro	Modern	0	-22.03	21.58	array	PickrellNatureCommunications2012	restricted	red	red	10	0	NA	NA	NA	Naro
BOT6.089	Naro	NA	Botswana	SouthAfrica	Naro	Modern	0	-22.03	21.58	array	PickrellNatureCommunications2012	restricted	red	red	10	0	NA	NA	NA	Naro
BOT6.105	Naro	NA	Botswana	SouthAfrica	Naro	Modern	0	-22.03	21.58	array	PickrellNatureCommunications2012	restricted	red	red	10	0	NA	NA	NA	Naro
BOT6.117	Naro	NA	Botswana	SouthAfrica	Naro	Modern	0	-22.03	21.58	array	PickrellNatureCommunications2012	restricted	red	red	10	0	NA	NA	NA	Naro
BOT6.120	Naro	NA	Botswana	SouthAfrica	Naro	Modern	0	-22.03	21.58	array	PickrellNatureCommunications2012	restricted	red	red	10	0	NA	NA	NA	Naro
BOT5.018	Gana	NA	Botswana	SouthAfrica	Gana	Modern	0	-21.65	23.39	array	PickrellNatureCommunications2012	restricted	red	red	11	0	NA	NA	NA	Gana
BOT5.026	Gana	NA	Botswana	SouthAfrica	Gana	Modern	0	-21.65	23.39	array	PickrellNatureCommunications2012	restricted	red	red	11	0	NA	NA	NA	Gana
BOT5.033	Gana	NA	Botswana	SouthAfrica	Gana	Modern	0	-21.65	23.39	array	PickrellNatureCommunications2012	restricted	red	red	11	0	NA	NA	NA	Gana
BOT5.034	Gana	NA	Botswana	SouthAfrica	Gana	Modern	0	-21.65	23.39	array	PickrellNatureCommunications2012	restricted	red	red	11	0	NA	NA	NA	Gana
BOT5.036	Gana	NA	Botswana	SouthAfrica	Gana	Modern	0	-21.65	23.39	array	PickrellNatureCommunications2012	restricted	red	red	11	0	NA	NA	NA	Gana
BOT6.258	Gana	NA	Botswana	SouthAfrica	Gana	Modern	0	-21.65	23.39	array	PickrellNatureCommunications2012	restricted	red	red	11	0	NA	NA	NA	Gana
BOT6.259	Gana	NA	Botswana	SouthAfrica	Gana	Modern	0	-21.65	23.39	array	PickrellNatureCommunications2012	restricted	red	red	11	0	NA	NA	NA	Gana
BOT6.264	Gana	NA	Botswana	SouthAfrica	Gana	Modern	0	-21.65	23.39	array	PickrellNatureCommunications2012	restricted	red	red	11	0	NA	NA	NA	Gana
BOT5.002	Gui	NA	Botswana	SouthAfrica	Gui	Modern	0	-21.49	23.29	array	PickrellNatureCommunications2012	restricted	red	red	12	0	NA	NA	NA	Gui
BOT5.003	Gui	NA	Botswana	SouthAfrica	Gui	Modern	0	-21.49	23.29	array	PickrellNatureCommunications2012	restricted	red	red	12	0	NA	NA	NA	Gui
BOT5.012	Gui	NA	Botswana	SouthAfrica	Gui	Modern	0	-21.49	23.29	array	PickrellNatureCommunications2012	restricted	red	red	12	0	NA	NA	NA	Gui
BOT5.015	Gui	NA	Botswana	SouthAfrica	Gui	Modern	0	-21.49	23.29	array	PickrellNatureCommunications2012	restricted	red	red	12	0	NA	NA	NA	Gui
BOT5.025	Gui	NA	Botswana	SouthAfrica	Gui	Modern	0	-21.49	23.29	array	PickrellNatureCommunications2012	restricted	red	red	12	0	NA	NA	NA	Gui
BOT5.030	Gui	NA	Botswana	SouthAfrica	Gui	Modern	0	-21.49	23.29	array	PickrellNatureCommunications2012	restricted	red	red	12	0	NA	NA	NA	Gui
BOT5.037	Gui	NA	Botswana	SouthAfrica	Gui	Modern	0	-21.49	23.29	array	PickrellNatureCommunications2012	restricted	red	red	12	0	NA	NA	NA	Gui
BOT6.154	Khwe	NA	Botswana	SouthAfrica	Khwe	Modern	0	-18.37	21.89	array	PickrellNatureCommunications2012	restricted	red	red	13	0	NA	NA	NA	Khwe
BOT6.158	Khwe	NA	Botswana	SouthAfrica	Khwe	Modern	0	-18.37	21.89	array	PickrellNatureCommunications2012	restricted	red	red	13	0	NA	NA	NA	Khwe
BOT6.160	Khwe	NA	Botswana	SouthAfrica	Khwe	Modern	0	-18.37	21.89	array	PickrellNatureCommunications2012	restricted	red	red	13	0	NA	NA	NA	Khwe
NAM167	Khwe	NA	Botswana	SouthAfrica	Khwe	Modern	0	-18.37	21.89	array	PickrellNatureCommunications2012	restricted	red	red	13	0	NA	NA	NA	Khwe
NAM172	Khwe	NA	Botswana	SouthAfrica	Khwe	Modern	0	-18.37	21.89	array	PickrellNatureCommunications2012	restricted	red	red	13	0	NA	NA	NA	Khwe
NAM175	Khwe	NA	Botswana	SouthAfrica	Khwe	Modern	0	-18.37	21.89	array	PickrellNatureCommunications2012	restricted	red	red	13	0	NA	NA	NA	Khwe
NAM179	Khwe	NA	Botswana	SouthAfrica	Khwe	Modern	0	-18.37	21.89	array	PickrellNatureCommunications2012	restricted	red	red	13	0	NA	NA	NA	Khwe
NAM376	Khwe	NA	Botswana	SouthAfrica	Khwe	Modern	0	-18.37	21.89	array	PickrellNatureCommunications2012	restricted	red	red	13	0	NA	NA	NA	Khwe
BOT6.049	JuHoan_South	NA	Namibia	SouthAfrica	JuHoan_South	Modern	0	-21.15	20.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	0	0	NA	NA	NA	JuHoan_South
BOT6.122	JuHoan_South	NA	Namibia	SouthAfrica	JuHoan_South	Modern	0	-21.15	20.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	0	0	NA	NA	NA	JuHoan_South
NAM015	JuHoan_South	NA	Namibia	SouthAfrica	JuHoan_South	Modern	0	-21.15	20.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	0	0	NA	NA	NA	JuHoan_South
NAM018	JuHoan_South	NA	Namibia	SouthAfrica	JuHoan_South	Modern	0	-21.15	20.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	0	0	NA	NA	NA	JuHoan_South
NAM021	JuHoan_South	NA	Namibia	SouthAfrica	JuHoan_South	Modern	0	-21.15	20.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	0	0	NA	NA	NA	JuHoan_South
NAM038	JuHoan_South	NA	Namibia	SouthAfrica	JuHoan_South	Modern	0	-21.15	20.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	0	0	NA	NA	NA	JuHoan_South
BOT6.091	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.092	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.098	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.099	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.126	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.127	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.128	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.130	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.138	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.139	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.147	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.148	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.164	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.192	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.193	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
BOT6.195	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
NAM003	JuHoan_North	NA	Botswana	SouthAfrica	JuHoan_North	Modern	0	-18.94	21.45	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
HGDP00987	JuHoan_North	NA	Namibia	SouthAfrica	JuHoan_North	Modern	0	-18.93725689	21.45244764	array	PattersonGenetics2012	public	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
HGDP00991	JuHoan_North	NA	Namibia	SouthAfrica	JuHoan_North	Modern	0	-18.93725689	21.45244764	array	PattersonGenetics2012	public	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
HGDP00992	JuHoan_North	NA	Namibia	SouthAfrica	JuHoan_North	Modern	0	-18.93725689	21.45244764	array	PattersonGenetics2012	public	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
HGDP01032	JuHoan_North	NA	Namibia	SouthAfrica	JuHoan_North	Modern	0	-18.93725689	21.45244764	array	PattersonGenetics2012	public	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
HGDP01036	JuHoan_North	NA	Namibia	SouthAfrica	JuHoan_North	Modern	0	-18.93725689	21.45244764	array	PattersonGenetics2012	public	tomato1	tomato1	1	0	NA	NA	NA	JuHoan_North
NAM107	Xuun	NA	Namibia	SouthAfrica	Xuun	Modern	0	-18.69	19.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	2	0	NA	NA	NA	Xuun
NAM109	Xuun	NA	Namibia	SouthAfrica	Xuun	Modern	0	-18.69	19.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	2	0	NA	NA	NA	Xuun
NAM115	Xuun	NA	Namibia	SouthAfrica	Xuun	Modern	0	-18.69	19.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	2	0	NA	NA	NA	Xuun
NAM118	Xuun	NA	Namibia	SouthAfrica	Xuun	Modern	0	-18.69	19.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	2	0	NA	NA	NA	Xuun
NAM119	Xuun	NA	Namibia	SouthAfrica	Xuun	Modern	0	-18.69	19.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	2	0	NA	NA	NA	Xuun
NAM120	Xuun	NA	Namibia	SouthAfrica	Xuun	Modern	0	-18.69	19.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	2	0	NA	NA	NA	Xuun
NAM129	Xuun	NA	Namibia	SouthAfrica	Xuun	Modern	0	-18.69	19.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	2	0	NA	NA	NA	Xuun
NAM159	Xuun	NA	Namibia	SouthAfrica	Xuun	Modern	0	-18.69	19.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	2	0	NA	NA	NA	Xuun
NAM188	Xuun	NA	Namibia	SouthAfrica	Xuun	Modern	0	-18.69	19.68	array	PickrellNatureCommunications2012	restricted	tomato1	tomato1	2	0	NA	NA	NA	Xuun
