450	0.11479433922768
451	0.00201234587082398
452	0.0508514116596075
453	0.570035693395626
454	0.0634311993385628
456	0.0795395983941734
457	0.019999368600381
458	0.676879561048576
459	0.0520632478498203
460	0.47987094367775
461	0.0405923918098027
462	0.0774880509741186
464	0.000606812240334294
465	0.189554134420756
466	0.00490151936629682
467	3.66033800192991
468	0.00155962185850178
469	0.00651168207313835
470	0.0721164615657144
471	0.0166204887549575
474	0.109572650617884
475	0.0016124197128773
476	0.0159732865404308
478	1.03552511639554
479	0.470333475445679
480	0.021107731707671
481	0.00768358343750645
482	0.464084288633696
483	0.00762959134364128
484	0.0963082087021056
485	0.0075565511783705
486	0.00244150327725821
487	8.66707115259918e-05
488	0.000112356712948624
489	0.47511911352584
490	0.00867100177367306
491	0.00180266364642326
ARB002	0.0934325817652581
ARB003_009	0.108891474761051
ARB004_015	0.00831100914945378
ARB005_011	0.0012407792965244
ARB012	0.0842123764816662
FEN001	0.11739053285965
FEN002	0.00123785749609596
FEN003	0.124344673395545
FEN004	0.000487108547955664
FEN005	0.193618327805897
FEN006	0.00132576573304388
FEN007	0.0106115117326256
FEN008	0.155662513464699
FEN009	0.1605927821197
FEN010	0.00446136571791849
FEN011	0.0318001981475571
FEN012	0.0174726262776553
FEN013	0.0197578502188521
FEN014	0.122940037786635
FEN015	0.000113675964794919
FEN017	0.00102047457513211
FEN018	0.122796269054089
FEN019	0.00806783750373548
FEN020	0.00174052701367448
FEN021	7.92313457032238e-05
KNF001	1.10120703820304e-05
KNF002_003	0.0692959557102941
KNF004	0.00738012934748152
KNF005	0.00371478869377302
KNF006	0.107062648321892
KNF008	0.000388956404408889
KNF010	0.11479433922768
KNF012	0.00201234587082398
KNF013	0.0508514116596075
KNF014	0.570035693395626
KNF015	0.0634311993385628
KNF016	0.0795395983941734
KNF018	0.019999368600381
KNF019	0.676879561048576
KNF020	0.0520632478498203
KNF021	0.47987094367775
KNF029	0.0405923918098027
KNF030	0.0774880509741186
KNF031	0.000606812240334294
KNF032	0.189554134420756
NWC002	0.00490151936629682
NWC003	3.66033800192991
NWC004	0.00155962185850178
NWC005	0.00651168207313835
NWC006	0.0721164615657144
NWC007	0.0166204887549575
NWC009	0.109572650617884
NWC010	0.0016124197128773
OVB001	0.0159732865404308
OVB002	1.03552511639554
OVB003	0.470333475445679
OVB006	0.021107731707671
OVB007	0.00768358343750645
TRM003	0.464084288633696
